group_10297	,,group_10297
group_53377	,,group_53377
group_33203	,,group_33203
group_33202	,,group_33202
group_33201	,,group_33201
group_33200	,,group_33200
group_33207	,,group_33207
group_33206	,,group_33206
group_33205	,,group_33205
group_33204	,,group_33204
group_17854	,,group_17854
group_17855	,,group_17855
group_17856	,,group_17856
group_17857	,,group_17857
group_17850	,,group_17850
group_17851	,,group_17851
group_17852	,,group_17852
group_17853	,,group_17853
group_62986	,,group_62986
group_27376	,,group_27376
group_62984	,,group_62984
group_62985	,,group_62985
group_62982	,,group_62982
azu	PA14_65000,azu,azu
group_62980	,,group_62980
group_63539	,,group_63539
group_15568	,,group_15568
group_15569	,,group_15569
group_15566	,,group_15566
group_15567	,,group_15567
group_15564	,,group_15564
group_15565	,,group_15565
group_15562	,,group_15562
group_71172	,,group_71172
group_15560	,,group_15560
group_15561	,,group_15561
group_30570	,,group_30570
group_31814	,,group_31814
group_30572	,,group_30572
group_30573	,,group_30573
group_30574	,,group_30574
group_64610	,,group_64610
group_63535	,,group_63535
cyoA	PA14_47210,cyoA,cyoA
group_63398	,,group_63398
cyoC	PA14_47180,cyoC,cyoC
cyoB	PA14_47190,cyoB,cyoB
cyoE	PA14_47150,cyoE,cyoE
cyoD	PA14_47160,cyoD,cyoD
group_64751	,,group_64751
group_63399	,,group_63399
group_34660	,,group_34660
group_34662	,,group_34662
group_63537	,,group_63537
group_34664	,,group_34664
group_34665	,,group_34665
group_34666	,,group_34666
group_34668	,,group_34668
phnJ	PA14_20390,phnJ,phnJ
group_47780	,,group_47780
group_14313	,,group_14313
group_48177	,,group_48177
group_45392	,,group_45392
phnH	PA14_20370,phnH,phnH
mggB	,,mggB
group_48176	,,group_48176
group_74469	,,group_74469
phnI	PA14_20380,phnI,phnI
group_48175	,,group_48175
group_43244	,,group_43244
group_48174	,,group_48174
group_58248	,,group_58248
group_58249	,,group_58249
group_43245	,,group_43245
group_58244	,,group_58244
group_48173	,,group_48173
group_47783	,,group_47783
group_29922	,,group_29922
group_58240	,,group_58240
group_25072	,,group_25072
group_58242	,,group_58242
group_63391	,,group_63391
group_49145	,,group_49145
group_49144	,,group_49144
group_49147	,,group_49147
group_49146	,,group_49146
group_49141	,,group_49141
group_63392	,,group_63392
group_49143	,,group_49143
group_49142	,,group_49142
group_73624	,,group_73624
group_51562	,,group_51562
group_63393	,,group_63393
group_49149	,,group_49149
group_49148	,,group_49148
group_51563	,,group_51563
group_45479	,,group_45479
group_43242	,,group_43242
group_47782	,,group_47782
group_51561	,,group_51561
group_20016	,,group_20016
group_51225	,,group_51225
motB_1	PA14_65430,motB,motB_1
group_64461	,,group_64461
group_18509	,,group_18509
traG_2	,,traG_2
group_30833	,,group_30833
group_18503	,,group_18503
group_18502	,,group_18502
group_18500	,,group_18500
group_18507	,,group_18507
group_18506	,,group_18506
group_18505	,,group_18505
group_67489	,,group_67489
group_72030	,,group_72030
group_67484	,,group_67484
group_16039	,,group_16039
group_16038	,,group_16038
group_45470	,,group_45470
group_16035	,,group_16035
group_63919	,,group_63919
group_16037	,,group_16037
group_16036	,,group_16036
group_16031	PA14_10080,,group_16031
group_16030	PA14_10070,,group_16030
dnaE2_2	,,dnaE2_2
group_16032	PA14_10090,,group_16032
group_67487	,,group_67487
group_69291	,,group_69291
group_67480	,,group_67480
group_71013	,,group_71013
hfq_2	,,hfq_2
group_42237	,,group_42237
group_67481	,,group_67481
group_67482	,,group_67482
group_67483	,,group_67483
group_55632	,,group_55632
group_72475	,,group_72475
group_47787	,,group_47787
group_63219	,,group_63219
group_63218	,,group_63218
group_63211	,,group_63211
group_63210	,,group_63210
group_63213	,,group_63213
group_63212	,,group_63212
group_63215	,,group_63215
group_63214	,,group_63214
group_63217	,,group_63217
group_63216	,,group_63216
group_47786	,,group_47786
group_35208	,,group_35208
group_35201	,,group_35201
group_35200	,,group_35200
group_35203	,,group_35203
lolE_3	,,lolE_3
group_35205	,,group_35205
group_35204	,,group_35204
group_35206	,,group_35206
group_47842	,,group_47842
group_39959	,,group_39959
group_39958	,,group_39958
der_4	,,der_4
group_39955	,,group_39955
group_39954	,,group_39954
group_39957	,,group_39957
group_39956	,,group_39956
group_40674	,,group_40674
group_39953	,,group_39953
group_39952	,,group_39952
ureG_2	,,ureG_2
ureG_1	,,ureG_1
group_32969	,,group_32969
group_32968	,,group_32968
group_32965	,,group_32965
group_32964	,,group_32964
group_32967	,,group_32967
group_32966	,,group_32966
group_32961	,,group_32961
group_32960	,,group_32960
group_32963	,,group_32963
group_32962	,,group_32962
group_46616	,,group_46616
sceD	,,sceD
pht2	,,pht2
pht4	,,pht4
ctpF_1	,,ctpF_1
ctpF_2	,,ctpF_2
group_30698	,,group_30698
group_45851	,,group_45851
group_47891	,,group_47891
group_47890	,,group_47890
group_47893	,,group_47893
group_47892	,,group_47892
group_47895	,,group_47895
group_47894	,,group_47894
group_47897	,,group_47897
group_47896	,,group_47896
group_47899	,,group_47899
group_47898	,,group_47898
group_45850	,,group_45850
lpd_1	,,lpd_1
lpd_2	,,lpd_2
group_72474	,,group_72474
group_27521	,,group_27521
yccS_4	,,yccS_4
yccS_1	,,yccS_1
yccS_3	,,yccS_3
yccS_2	,,yccS_2
group_62168	,,group_62168
group_62169	,,group_62169
group_56267	,,group_56267
group_62160	,,group_62160
group_62161	,,group_62161
group_62162	,,group_62162
group_62163	,,group_62163
group_62164	,,group_62164
group_62165	,,group_62165
group_62166	,,group_62166
group_62167	,,group_62167
group_9395	,,group_9395
group_9394	,,group_9394
group_9397	,,group_9397
group_9396	,,group_9396
group_9391	,,group_9391
group_9390	,,group_9390
group_9393	,,group_9393
group_9392	,,group_9392
group_66890	,,group_66890
group_66891	,,group_66891
group_66892	,,group_66892
group_66893	,,group_66893
group_66894	,,group_66894
group_9398	,,group_9398
group_66896	,,group_66896
group_66897	,,group_66897
group_68910	,,group_68910
group_53882	,,group_53882
group_72776	,,group_72776
group_47279	,,group_47279
group_47278	,,group_47278
group_9649	,,group_9649
group_9648	,,group_9648
group_9647	,,group_9647
group_9646	,,group_9646
group_9645	,,group_9645
group_9644	,,group_9644
group_9643	,,group_9643
group_71943	,,group_71943
group_47273	,,group_47273
group_9640	,,group_9640
dmpP	,,dmpP
group_61323	,,group_61323
group_60460	,,group_60460
group_20524	,,group_20524
group_72777	,,group_72777
group_29460	,,group_29460
group_29461	,,group_29461
group_29462	,,group_29462
group_25122	,,group_25122
group_25125	,,group_25125
group_25124	,,group_25124
group_25127	,,group_25127
group_25126	,,group_25126
group_29468	,,group_29468
group_29469	,,group_29469
ssuC_6	,,ssuC_6
pilE_1	,,pilE_1
group_72770	,,group_72770
group_57833	,,group_57833
crfC	,,crfC
group_55578	,,group_55578
degP_2	,,degP_2
degP_1	,,degP_1
group_49934	,,group_49934
group_64216	,,group_64216
group_49936	,,group_49936
group_49937	,,group_49937
group_49930	,,group_49930
group_49931	,,group_49931
group_49932	,,group_49932
group_49933	,,group_49933
group_3090	PA14_00650,,group_3090
group_29444	,,group_29444
group_3092	PA14_00730,,group_3092
group_3093	PA14_00800,,group_3093
group_3094	PA14_01330,,group_3094
group_49939	,,group_49939
group_3096	PA14_01790,,group_3096
group_3097	PA14_01860,,group_3097
fes_2	,,fes_2
group_52574	,,group_52574
group_28451	,,group_28451
group_618	PA14_03110,,group_618
group_619	PA14_50870,,group_619
group_615	PA14_26580,,group_615
group_616	,,group_616
group_617	PA14_53890,,group_617
group_610	,,group_610
group_611	,,group_611
group_612	,,group_612
group_613	PA14_42480,pcrG,group_613
group_4020	,,group_4020
bluF_2	,,bluF_2
group_74267	,,group_74267
group_51226	,,group_51226
group_6572	,,group_6572
group_6573	,,group_6573
group_8518	,,group_8518
group_6575	,,group_6575
group_6576	,,group_6576
group_6577	,,group_6577
feoB	PA14_56680,feoB,feoB
feoC	PA14_56670,,feoC
group_8516	,,group_8516
feoA	PA14_56690,feoA,feoA
group_8510	,,group_8510
group_8511	,,group_8511
group_8512	,,group_8512
group_8513	,,group_8513
group_2053	,,group_2053
group_5000	PA14_09290,pchG,group_5000
group_2051	,,group_2051
group_2050	,,group_2050
clcD	PA14_29420,ysgA,clcD
gsiC	,,gsiC
group_2055	,,group_2055
group_2054	,,group_2054
group_5008	PA14_38290,,group_5008
group_2059	,,group_2059
group_7026	PA14_07140,,group_7026
group_24650	,,group_24650
group_24651	PA14_59170,,group_24651
group_24652	,,group_24652
group_24653	,,group_24653
group_24654	,,group_24654
group_24655	,,group_24655
group_24656	,,group_24656
group_24657	,,group_24657
group_24658	,,group_24658
group_24659	,,group_24659
group_70709	,,group_70709
group_52577	,,group_52577
group_71025	,,group_71025
group_19850	,,group_19850
group_71024	,,group_71024
group_74015	,,group_74015
group_74014	,,group_74014
group_3236	,,group_3236
group_74013	,,group_74013
group_52570	,,group_52570
group_71020	,,group_71020
group_42588	,,group_42588
group_42589	,,group_42589
group_24388	,,group_24388
group_24389	,,group_24389
ccmC_1	,,ccmC_1
group_71023	,,group_71023
ccmC_2	,,ccmC_2
group_24382	,,group_24382
group_42581	,,group_42581
group_55471	,,group_55471
group_74010	,,group_74010
group_42584	,,group_42584
group_42585	,,group_42585
group_24384	,,group_24384
group_24385	,,group_24385
group_12255	,,group_12255
group_12254	,,group_12254
group_12257	,,group_12257
group_12256	,,group_12256
group_12251	,,group_12251
group_12250	,,group_12250
group_12253	,,group_12253
group_12252	,,group_12252
ribBA	PA14_11420,ribB,ribBA
group_45129	,,group_45129
group_45128	,,group_45128
group_12259	,,group_12259
group_12258	,,group_12258
group_27558	,,group_27558
group_67883	,,group_67883
fic_2	,,fic_2
fic_1	PA14_28800,,fic_1
group_43983	,,group_43983
group_43982	,,group_43982
group_43981	,,group_43981
group_43980	,,group_43980
group_43987	,,group_43987
group_43986	,,group_43986
group_43985	,,group_43985
group_43984	,,group_43984
group_43989	,,group_43989
group_43988	,,group_43988
group_72858	,,group_72858
group_42633	,,group_42633
group_42630	,,group_42630
group_42631	,,group_42631
group_61220	,,group_61220
group_42637	,,group_42637
group_42634	,,group_42634
group_42635	,,group_42635
group_42638	,,group_42638
group_42639	,,group_42639
group_37904	,,group_37904
gbsA_1	,,gbsA_1
gbsA_2	,,gbsA_2
group_64750	,,group_64750
group_55570	,,group_55570
group_48535	,,group_48535
group_64753	,,group_64753
group_41585	,,group_41585
group_41584	,,group_41584
group_41587	,,group_41587
group_61500	,,group_61500
group_41581	,,group_41581
group_41580	,,group_41580
group_41583	,,group_41583
group_41582	,,group_41582
group_37900	,,group_37900
group_27822	,,group_27822
group_41589	,,group_41589
group_41588	,,group_41588
group_61506	,,group_61506
group_37370	,,group_37370
group_64757	,,group_64757
group_61504	,,group_61504
group_4068	,,group_4068
group_4069	,,group_4069
group_16216	,,group_16216
group_42233	,,group_42233
group_67229	,,group_67229
group_4060	,,group_4060
group_4061	,,group_4061
group_4062	,,group_4062
murB_2	,,murB_2
group_4064	,,group_4064
group_4065	,,group_4065
group_4066	,,group_4066
group_4067	,,group_4067
group_55539	,,group_55539
group_55538	,,group_55538
group_58729	,,group_58729
group_58728	,,group_58728
group_68931	,,group_68931
group_68930	,,group_68930
group_68933	,,group_68933
group_68932	,,group_68932
group_55531	,,group_55531
group_58722	,,group_58722
group_55533	,,group_55533
group_58720	,,group_58720
group_68939	,,group_68939
group_55534	,,group_55534
group_58725	,,group_58725
group_58724	,,group_58724
group_1650	,,group_1650
group_1651	,,group_1651
group_1652	,,group_1652
group_1653	,,group_1653
group_1654	,,group_1654
group_1655	,,group_1655
group_1656	,,group_1656
group_38207	,,group_38207
group_1658	,,group_1658
group_1659	,,group_1659
group_44298	,,group_44298
group_44299	,,group_44299
group_38204	,,group_38204
group_68925	,,group_68925
group_28401	,,group_28401
group_28400	,,group_28400
group_28403	,,group_28403
group_38205	,,group_38205
group_40986	,,group_40986
group_40987	,,group_40987
group_40984	,,group_40984
group_28406	,,group_28406
group_28409	,,group_28409
group_38202	,,group_38202
group_40988	,,group_40988
group_40989	,,group_40989
group_69971	,,group_69971
group_67222	,,group_67222
group_38203	,,group_38203
group_69457	,,group_69457
group_67224	,,group_67224
group_38201	,,group_38201
group_58738	,,group_58738
group_67225	,,group_67225
group_69459	,,group_69459
group_24322	,,group_24322
artI_2	,,artI_2
group_13619	,,group_13619
group_13616	PA14_00420,,group_13616
group_13617	PA14_00430,bvga,group_13617
group_61221	,,group_61221
group_13615	PA14_00410,,group_13615
group_64464	,,group_64464
group_44744	,,group_44744
group_44745	,,group_44745
group_3878	,,group_3878
group_3879	,,group_3879
group_44740	,,group_44740
group_44741	,,group_44741
group_44742	,,group_44742
group_44743	,,group_44743
group_3872	,,group_3872
group_3870	,,group_3870
group_3871	,,group_3871
group_3876	,,group_3876
group_3877	,,group_3877
group_3874	,,group_3874
group_3875	,,group_3875
group_14961	,,group_14961
group_40675	,,group_40675
group_40676	,,group_40676
group_14962	,,group_14962
group_14965	,,group_14965
group_14964	,,group_14964
group_40672	,,group_40672
group_14966	,,group_14966
group_14969	,,group_14969
group_14968	,,group_14968
group_58671	,,group_58671
group_41607	,,group_41607
group_39155	,,group_39155
group_60650	,,group_60650
group_22838	,,group_22838
group_19856	,,group_19856
group_39156	,,group_39156
group_23404	,,group_23404
aruI_4	,,aruI_4
group_39151	,,group_39151
group_58670	,,group_58670
group_59918	,,group_59918
aruI_1	PA14_65795,,aruI_1
aruI_2	PA14_46120,ilvG,aruI_2
group_39150	,,group_39150
group_55027	,,group_55027
group_39153	,,group_39153
group_55026	,,group_55026
group_68327	,,group_68327
group_52037	,,group_52037
group_29652	,,group_29652
group_65815	,,group_65815
group_52036	,,group_52036
group_22833	,,group_22833
group_20006	,,group_20006
group_52031	,,group_52031
group_41042	,,group_41042
group_64072	,,group_64072
group_60838	,,group_60838
group_52033	,,group_52033
group_60834	,,group_60834
group_60835	,,group_60835
group_60836	,,group_60836
group_60837	,,group_60837
group_60830	,,group_60830
group_60831	,,group_60831
group_60832	,,group_60832
group_60833	,,group_60833
group_6969	PA14_04680,,group_6969
group_6963	PA14_04440,,group_6963
group_6962	PA14_04350,,group_6962
dltC	,,dltC
group_6966	PA14_04560,,group_6966
group_61270	,,group_61270
group_43219	,,group_43219
group_43218	,,group_43218
group_14349	,,group_14349
group_14348	,,group_14348
group_14345	,,group_14345
group_43212	,,group_43212
group_14347	,,group_14347
group_14346	,,group_14346
group_14341	,,group_14341
group_14340	,,group_14340
group_14343	,,group_14343
group_14342	,,group_14342
group_54727	,,group_54727
group_51534	,,group_51534
group_54725	,,group_54725
group_54724	,,group_54724
group_51531	,,group_51531
group_51530	,,group_51530
group_54721	,,group_54721
group_54720	,,group_54720
group_51539	,,group_51539
group_51538	,,group_51538
group_54729	,,group_54729
group_54728	,,group_54728
group_62095	,,group_62095
group_29998	,,group_29998
group_44703	,,group_44703
group_57269	,,group_57269
group_21148	,,group_21148
group_21147	,,group_21147
group_57266	,,group_57266
group_21145	,,group_21145
group_21144	,,group_21144
group_57263	,,group_57263
group_7784	,,group_7784
group_57261	,,group_57261
group_57260	,,group_57260
group_31698	,,group_31698
group_53979	,,group_53979
group_53978	,,group_53978
group_53977	,,group_53977
group_53976	,,group_53976
group_53975	,,group_53975
group_44707	,,group_44707
group_53972	,,group_53972
group_53971	,,group_53971
group_53970	,,group_53970
group_40639	,,group_40639
group_54919	,,group_54919
group_69923	,,group_69923
group_41744	,,group_41744
group_45912	,,group_45912
group_50767	,,group_50767
group_45910	,,group_45910
group_45911	,,group_45911
zot	,,zot
group_45917	,,group_45917
group_45914	,,group_45914
group_45915	,,group_45915
group_45918	,,group_45918
group_45919	,,group_45919
group_58730	,,group_58730
oprD_6	PA14_02370,,oprD_6
group_64549	,,group_64549
group_29993	,,group_29993
group_15768	,,group_15768
group_15769	,,group_15769
group_15764	,,group_15764
group_29994	,,group_29994
group_15766	,,group_15766
group_15767	,,group_15767
group_15760	,,group_15760
group_15761	,,group_15761
group_15762	,,group_15762
oprD_1	PA14_28400,oprQ,oprD_1
group_40630	,,group_40630
group_19618	,,group_19618
oprD_2	PA14_29220,opdB,oprD_2
fptA_1	,,fptA_1
group_19614	,,group_19614
group_19615	,,group_19615
group_19616	,,group_19616
oprD_3	PA14_32270,oprD3,oprD_3
group_19610	,,group_19610
