@Pseudomonas_aeruginosa_PA14|NC_008463|6537649
@Strain	Refseq_Accession	Replicon	Locus_Tag	Feature_Type	Start	Stop	Strand	Gene_Name	Product_Name
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_02640	CDS	233992	234756	+	mcdM	putative_malonate_transporter,_MadM_subunit
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_02650	CDS	234841	235770	-		putative_malonate_utilization_transcriptional_regulator
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_02660	CDS	236099	237019	-		LysR_family_transcriptional_regulator
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_02680	CDS	237370	238860	+	aldH	putative_aldehyde_dehydrogenase
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_02690	CDS	238918	240351	+		amino_acid_APC_family_transporter
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_02700	CDS	240382	241764	+		putative_aminotransferase
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_02720	CDS	241928	242986	+		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_02730	CDS	243064	243945	-		putative_dihydrodipicolinate_synthetase
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_02740	CDS	244005	244787	-		class_II_aldolase/adducin_domain_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_02750	CDS	244942	245481	+		putative_transcriptional_regulator
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_02760	CDS	245632	246483	+	catI	putative_CoA_transferase,_subunit_A
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_02770	CDS	246480	247262	+	pcaJ	putative_CoA_transferase,_subunit_B
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_02790	CDS	247259	248464	+	pcaF	beta-ketoadipyl_CoA_thiolase
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_02810	CDS	248614	249912	+	pcaT	dicarboxylic_acid_transporter_PcaT
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_02830	CDS	249935	251314	+	pcaB	3-carboxy-cis,cis-muconate_cycloisomerase
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_02840	CDS	251329	252120	+	pcaD	beta-ketoadipate_enol-lactone_hydrolase
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_02850	CDS	252131	252532	+	pcaC	gamma-carboxymuconolactone_decarboxylase
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_02870	CDS	252660	253601	+		putative_transcriptional_regulator
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_02890	CDS	253792	254625	+		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_02900	CDS	254764	256110	-	pcaK	4-hydroxybenzoate_transporter_PcaK
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_02910	CDS	256416	257195	+		IclR_family_transcriptional_regulator
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_02930	CDS	257439	258482	+		putative_oxidoreductase
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_02960	CDS	258505	259320	+		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_02970	CDS	259470	260348	+		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_02980	CDS	260374	261639	-		putative_porin
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_02990	CDS	261705	263030	-		putative_MFS_transporter
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_03000	CDS	263577	265481	+		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_03010	CDS	265574	266242	+		TetR_family_transcriptional_regulator
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_03020	CDS	266282	267136	-	aroE	shikimate_5-dehydrogenase
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_03030	CDS	267133	267579	-	aroQ2	3-dehydroquinate_dehydratase
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_03040	CDS	267696	269201	-		putative_MFS_transporter
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_03050	CDS	269376	270560	-	pobA	4-hydroxybenzoate_3-monooxygenase
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_03070	CDS	270738	271604	+	pobR	putative_transcriptional_regulator
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_03080	CDS	271601	272047	-		putative_acetyltransferase
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_03090	CDS	272125	272559	-		CBS_domain-containing_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_03100	CDS	272724	273365	-		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_03110	CDS	273633	273920	-		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_03120	CDS	274012	274488	-		putative_transcriptional_regulator
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_03130	CDS	274529	276019	-		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_03150	CDS	276153	276839	-		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_03160	CDS	277003	277935	-		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_03163	CDS	278510	279133	+		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_03166	CDS	279133	279531	+		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_03170	CDS	279718	280557	-		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_03180	CDS	280590	280853	-		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_03190	CDS	280973	282415	-		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_03200	CDS	282565	284715	-		Hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_03210	CDS	284712	285209	-		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_03220	CDS	285213	288272	-		Hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_03240	CDS	288454	288972	-	hcpC	Secreted_protein_Hcp
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA0263.1	tRNA	290228	290259	-		tRNA-Arg
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_03250	CDS	291568	293184	+		Hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_03265	CDS	293187	293936	+		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_03270	CDS	294101	297238	+		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_03285	CDS	297222	298367	+		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_03290	CDS	298567	298875	+		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_03300	CDS	298872	299717	+		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_03310	CDS	300333	301931	+		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_03320	CDS	302683	303804	-		Hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_03330	CDS	303810	304676	-		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_03340	CDS	304673	305599	-		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_03350	CDS	305950	306903	-		Hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_03360	CDS	306896	307666	-		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_03370	CDS	307985	308983	-		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_03380	CDS	309749	311728	+		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_03390	CDS	311665	312174	-		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_03400	CDS	312167	312499	-		Hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_03410	tRNA	312961	313034	-		tRNA-Arg
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_03420	CDS	313222	313638	-		Hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_03430	CDS	313663	315114	+	gabD	succinate-semialdehyde_dehydrogenase_I
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_03450	CDS	315359	316639	+	gabT	4-aminobutyrate_aminotransferase
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_03470	CDS	316965	318164	+		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_03480	CDS	318332	319753	-		GntR_family_transcriptional_regulator
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_03490	CDS	319880	320317	+		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_03510	CDS	320329	320736	+		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_03520	CDS	320770	321054	+		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_03530	CDS	321051	321983	-		transcriptional_regulator
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_03550	CDS	322033	323247	-	cynX	putative_MFS_transporter
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_03560	CDS	323410	324180	-		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_03580	CDS	324289	324975	-		putative_transcriptional_regulator
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_03590	CDS	325051	325566	+		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_03610	CDS	325606	326364	-	ycaL	putative_putative_Zn-dependent_protease_with_chaperone_function
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_03620	CDS	326536	327288	-		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_03630	CDS	327382	328080	+		ArsR_family_transcriptional_regulator
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_03650	CDS	328093	329082	-	cysA	sulfate_transport_protein_CysA
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_03670	CDS	329086	329955	-	cysW	sulfate_transport_protein_CysW
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_03680	CDS	329966	330784	-	cysT	sulfate_transport_protein_CysT
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_03700	CDS	330946	331944	-	sbp	sulfate-binding_protein_precursor
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_03710	CDS	332121	332303	-		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_03720	CDS	332467	334749	-		sensory_box_GGDEF_domain-containing_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_03730	CDS	334920	336098	+		putative_fatty_acid_desaturase
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_03760	CDS	336327	337712	+		putative_sodium:solute_symporter
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_03770	CDS	337768	338724	+	speB1	agmatinase
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_03780	CDS	338777	339739	+		putative_transcriptional_regulator
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_03790	CDS	339852	340823	+		sensory_box_GGDEF_domain-containing_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_03800	CDS	341437	342828	+	oprE	anaerobically-induced_outer_membrane_porin_OprE_precursor
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_03810	CDS	342926	344032	-	aguA	agmatine_deiminase
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_03830	CDS	344118	344996	-	aguB	N-carbamoylputrescine_amidohydrolase
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_03840	CDS	345159	345824	-	aguR	transcriptional_regulator_AguR
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_03855	CDS	345887	346948	-		periplasmic_polyamine_binding_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_03860	CDS	347204	348580	-		putative_glutamine_synthetase
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA0296-PA0297	ncRNA	348675	348854	-	P1	
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_03870	CDS	348859	349611	+	spuA	putative_glutamine_amidotransferase
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_03880	CDS	349652	351010	+	spuB	glutamine_synthetase
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_03900	CDS	351076	352446	+	spuC	putative_aminotransferase
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_03920	CDS	352562	353665	+	spuD	polyamine_transport_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_03930	CDS	354084	355181	+	spuE	polyamine_transport_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_03940	CDS	355236	356390	+	spuF	polyamine_transport_protein_PotG
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_03950	CDS	356417	357298	+	spuG	polyamine_transport_protein_PotH
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_03960	CDS	357381	358250	+	spuH	polyamine_transport_protein_PotI
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_03980	CDS	358448	360835	-		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_04000	CDS	360946	361998	+		putative_transcriptional_regulator
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_04010	CDS	361977	362480	-		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_04020	CDS	362585	363196	-		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_04030	CDS	363195	364214	+		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_04040	CDS	364234	364986	-		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_04050	CDS	365035	365733	+		putative_proline_hydroxylase
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_04060	CDS	365755	366309	-		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_04070	CDS	366575	367069	+		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_04080	CDS	367074	367766	-	yecS	putative_permease_of_ABC_transporter
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_04090	CDS	367838	368608	-	fliY	putative_binding_protein_component_of_ABC_transporter
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_04100	CDS	368901	369338	+		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_04110	CDS	369396	370625	-	serA	D-3-phosphoglycerate_dehydrogenase
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_04140	CDS	370829	372223	+		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_04150	CDS	372315	372980	+	ycgM	hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_04160	CDS	373079	374068	+		putatitve_transcriptional_regulator
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_04180	CDS	374152	374502	+		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_04190	CDS	374583	375617	-	aphA	acetylpolyamine_aminohydrolase
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_04210	CDS	375633	377027	-		putative_transporter
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_04220	CDS	377448	378491	-		putative_binding_protein_component_of_ABC_transporter
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_04230	CDS	378539	379327	-		putative_permease_of_ABC_transporter
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_04240	CDS	379324	380253	-		putative_permease_of_ABC_transporter
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_04250	CDS	380250	381299	-		putative_ATP-binding_component_of_ABC_transporter
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_04270	CDS	381627	382592	+		putative_transcriptional_regulator
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_04290	CDS	382631	384574	-		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_04300	CDS	384875	385207	-		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_04310	CDS	385330	386001	-	rpiA	ribose-5-phosphate_isomerase_A
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_04320	CDS	386260	387774	+	ilvA1	threonine_dehydratase
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_04330	CDS	387894	388361	+		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_04340	CDS	388412	389683	+		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_04350	CDS	389680	390147	+		putative_integral_membrane_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_04370	CDS	390120	391361	-		putative_MFS_transporter
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_04380	CDS	391411	392064	-		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_04390	CDS	392268	392747	+	ygdP	dinucleoside_polyphosphate_hydrolase
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_04410	CDS	392770	395049	+	ptsP	phosphoenolpyruvate-protein_phosphotransferase_PtsP
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_04420	CDS	395075	396205	+		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_04430	CDS	396209	396964	-		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_04440	CDS	397086	397889	+		putative_permease
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_04460	CDS	397899	398699	+	lgt	prolipoprotein_diacylglyceryl_transferase
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_04480	CDS	398905	399699	+	thyA	thymidylate_synthase
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_04490	CDS	399726	400523	-		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_04510	CDS	400558	401937	-		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_04520	CDS	401930	403315	-		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_04530	CDS	403507	403869	+		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_04550	CDS	403906	405057	-	glpQ	glycerophosphoryl_diester_phosphodiesterase,_periplasmic
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_04560	CDS	405267	406361	+		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_04570	CDS	406358	407398	+		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_04580	CDS	407469	407975	+	folA	dihydrofolate_reductase
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_04590	CDS	407991	408464	-		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_04610	CDS	408603	409988	-	yicE	putative_transporter
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_04630	CDS	410218	412056	-	ilvD	dihydroxy-acid_dehydratase
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_04640	CDS	412384	413580	-		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_04650	CDS	413653	414192	-	pfpI	protease_PfpI
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_04660	CDS	414409	415233	+		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_04670	CDS	415292	416104	+	mutM	formamidopyrimidine-DNA_glycosylase
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_04680	CDS	416181	416759	+		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_04690	CDS	416842	417186	+		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_04700	CDS	417456	418442	+		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_04710	CDS	418555	418986	-		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_04730	CDS	419138	420871	-		putative_gamma-glutamyltranspeptidase_precursor
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_04750	CDS	420999	421250	-	fdx1	ferredoxin_(4Fe-4S)
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_04760	CDS	421371	421850	-	coaD	phosphopantetheine_adenylyltransferase
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_04780	CDS	421999	423594	-		oxidoreductase
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_04790	CDS	423650	424198	-		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_04810	CDS	424253	425683	-		putative_aldehyde_dehydrogenase
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_04820	CDS	425972	426619	+		TetR_family_transcriptional_regulator
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_04830	CDS	426604	427014	-		putative_acetyltransferase
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_04840	CDS	427077	428075	-		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_04850	CDS	428112	428402	-		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_04860	CDS	428681	429277	-	yhhF	putative_methyltransferase
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_04870	CDS	429277	430764	-		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_04890	CDS	430757	432154	-		putative_zinc_protease
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_04900	CDS	432275	433630	+	ftsY	signal_recognition_particle_receptor_FtsY
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_04910	CDS	433627	434298	+	ftsE	cell_division_ATP-binding_protein_FtsE
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_04920	CDS	434298	435305	+	ftsX	cell_division_protein_FtsX
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_04930	CDS	435419	436273	+	rpoH	RNA_polymerase_factor_sigma-32
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_04940	CDS	436338	436943	+		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_04950	CDS	436948	437679	-	mtgA	monofunctional_biosynthetic_peptidoglycan_transglycosylase
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_04960	CDS	437716	438093	+		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_04970	CDS	438196	438396	+	thiS	sulfur_carrier_protein_ThiS
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_04980	CDS	438455	439252	+	thiG	thiazole_synthase
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_05000	CDS	439406	440077	+	trmB	tRNA_(guanine-N(7)-)-methyltransferase
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_05010	CDS	440240	441586	+		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_05020	CDS	441599	441856	-		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_05030	CDS	441918	442241	-		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_05040	CDS	442322	443476	-		coproporphyrinogen_III_oxidase
